language_iso,model,included,local_rank,n_extended,lang_avg,n_tasks
rus,zeroentropy__zembed-1,True,27,57,0.7708649999999999,2
rus,Bytedance__Seed1.6-embedding-1215,True,28,57,0.76998,2
rus,voyageai__voyage-3.5,True,29,57,0.7645649999999999,2
rus,Qwen__Qwen3-Embedding-0.6B,True,30,57,0.7624850000000001,2
rus,codefuse-ai__F2LLM-v2-0.6B,True,31,57,0.754605,2
rus,codefuse-ai__F2LLM-v2-330M,True,32,57,0.74644,2
rus,microsoft__harrier-oss-v1-270m,True,33,57,0.7411749999999999,2
rus,google__text-multilingual-embedding-002,True,34,57,0.73715,2
rus,sergeyzh__LaBSE-ru-turbo,True,35,57,0.731355,2
rus,GritLM__GritLM-7B,True,36,57,0.730845,2
rus,Snowflake__snowflake-arctic-embed-m-v2.0,True,37,57,0.716915,2
rus,intfloat__multilingual-e5-small,True,38,57,0.7135750000000001,2
rus,ibm-granite__granite-embedding-311m-multilingual-r2,True,39,57,0.706555,2
rus,codefuse-ai__F2LLM-v2-160M,True,40,57,0.6970050000000001,2
rus,BidirLM__BidirLM-270M-Embedding,True,41,57,0.6716249999999999,2
rus,codefuse-ai__F2LLM-v2-80M,True,42,57,0.666335,2
rus,ibm-granite__granite-embedding-97m-multilingual-r2,True,43,57,0.646115,2
rus,sergeyzh__rubert-tiny-turbo,True,44,57,0.5783750000000001,2
rus,deepvk__USER-base,True,45,57,0.53762,2
rus,cointegrated__LaBSE-en-ru,True,46,57,0.408295,2
rus,sentence-transformers__static-similarity-mrl-multilingual-v1,True,47,57,0.368305,2
rus,cointegrated__rubert-tiny2,True,48,57,0.28935,2
rus,ai-forever__sbert_large_mt_nlu_ru,True,49,57,0.213465,2
rus,ai-forever__sbert_large_nlu_ru,True,50,57,0.1608,2
rus,DeepPavlov__distilrubert-small-cased-conversational,True,51,57,0.132,2
rus,cointegrated__rubert-tiny,True,52,57,0.13013,2
rus,DeepPavlov__rubert-base-cased-sentence,True,53,57,0.121685,2
rus,deepvk__deberta-v1-base,True,54,57,0.073415,2
rus,DeepPavlov__rubert-base-cased,True,55,57,0.064355,2
rus,sdadas__mmlw-e5-small,True,56,57,0.042985,2
rus,sdadas__mmlw-e5-base,True,57,57,0.034585,2
fra,Qwen__Qwen3-Embedding-8B,True,1,54,0.803995,2
fra,nvidia__llama-embed-nemotron-8b,True,2,54,0.79067,2
fra,Qwen__Qwen3-Embedding-4B,True,3,54,0.777055,2
fra,perplexity-ai__pplx-embed-v1-0.6b,True,4,54,0.7750950000000001,2
fra,jinaai__jina-embeddings-v5-text-small,True,5,54,0.770605,2
fra,google__embeddinggemma-300m,True,6,54,0.767865,2
fra,microsoft__harrier-oss-v1-27b,True,7,54,0.76764,2
fra,perplexity-ai__pplx-embed-v1-4b,True,8,54,0.7662100000000001,2
fra,google__gemini-embedding-001,True,9,54,0.76468,2
fra,BAAI__bge-m3,True,10,54,0.763755,2
fra,jinaai__jina-embeddings-v5-text-nano,True,11,54,0.763235,2
fra,tencent__KaLM-Embedding-Gemma3-12B-2511,True,12,54,0.762885,2
fra,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,13,54,0.758795,2
fra,BidirLM__BidirLM-1.7B-Embedding,True,14,54,0.7586550000000001,2
fra,BidirLM__BidirLM-1B-Embedding,True,15,54,0.7582500000000001,2
fra,ICT-TIME-and-Querit__BOOM_4B_v1,True,16,54,0.7578400000000001,2
fra,codefuse-ai__F2LLM-v2-1.7B,True,17,54,0.75564,2
fra,codefuse-ai__F2LLM-v2-4B,True,18,54,0.75427,2
fra,codefuse-ai__F2LLM-v2-14B,True,19,54,0.7541100000000001,2
fra,BidirLM__BidirLM-Omni-2.5B-Embedding,True,20,54,0.75403,2
fra,microsoft__harrier-oss-v1-0.6b,True,21,54,0.75351,2
fra,codefuse-ai__F2LLM-v2-8B,True,22,54,0.75004,2
fra,infly__inf-retriever-v1-1.5b,True,23,54,0.7439549999999999,2
fra,BidirLM__BidirLM-0.6B-Embedding,True,24,54,0.7432399999999999,2
fra,Qwen__Qwen3-Embedding-0.6B,True,25,54,0.73804,2
fra,Snowflake__snowflake-arctic-embed-m-v2.0,True,26,54,0.7377549999999999,2
fra,codefuse-ai__F2LLM-v2-0.6B,True,27,54,0.736645,2
fra,infly__inf-retriever-v1,True,28,54,0.7330099999999999,2
fra,Bytedance__Seed1.6-embedding-1215,True,29,54,0.729975,2
fra,codefuse-ai__F2LLM-v2-330M,True,30,54,0.7182299999999999,2
fra,zeroentropy__zembed-1,True,31,54,0.71409,2
fra,microsoft__harrier-oss-v1-270m,True,32,54,0.7111099999999999,2
fra,ibm-granite__granite-embedding-311m-multilingual-r2,True,33,54,0.7106600000000001,2
fra,google__text-multilingual-embedding-002,True,34,54,0.694955,2
fra,intfloat__multilingual-e5-small,True,35,54,0.681335,2
fra,BidirLM__BidirLM-270M-Embedding,True,36,54,0.675525,2
fra,ibm-granite__granite-embedding-97m-multilingual-r2,True,37,54,0.6753,2
fra,codefuse-ai__F2LLM-v2-160M,True,38,54,0.6688149999999999,2
fra,voyageai__voyage-3.5,True,39,54,0.668555,2
fra,GritLM__GritLM-7B,True,40,54,0.65696,2
fra,codefuse-ai__F2LLM-v2-80M,True,41,54,0.627255,2
fra,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.419455,2
fra,sergeyzh__LaBSE-ru-turbo,True,43,54,0.35665,2
fra,cointegrated__LaBSE-en-ru,True,44,54,0.2998,2
fra,sdadas__mmlw-e5-base,True,45,54,0.288595,2
fra,sdadas__mmlw-e5-small,True,46,54,0.233565,2
fra,sergeyzh__rubert-tiny-turbo,True,47,54,0.09283,2
fra,DeepPavlov__rubert-base-cased-sentence,True,48,54,0.038465,2
fra,cointegrated__rubert-tiny2,True,49,54,0.038075,2
fra,ai-forever__sbert_large_mt_nlu_ru,True,50,54,0.0172,2
fra,cointegrated__rubert-tiny,True,51,54,0.015915,2
fra,DeepPavlov__distilrubert-small-cased-conversational,True,52,54,0.015695,2
fra,ai-forever__sbert_large_nlu_ru,True,53,54,0.01171,2
fra,deepvk__deberta-v1-base,True,54,54,0.01087,2
kor,nvidia__llama-embed-nemotron-8b,True,1,54,0.839055,2
kor,Qwen__Qwen3-Embedding-8B,True,2,54,0.83304,2
kor,google__gemini-embedding-001,True,3,54,0.822155,2
kor,perplexity-ai__pplx-embed-v1-4b,True,4,54,0.81768,2
kor,Qwen__Qwen3-Embedding-4B,True,5,54,0.81343,2
kor,microsoft__harrier-oss-v1-27b,True,6,54,0.80471,2
kor,perplexity-ai__pplx-embed-v1-0.6b,True,7,54,0.80416,2
kor,jinaai__jina-embeddings-v5-text-small,True,8,54,0.7973049999999999,2
kor,google__embeddinggemma-300m,True,9,54,0.795145,2
kor,BAAI__bge-m3,True,10,54,0.79188,2
kor,codefuse-ai__F2LLM-v2-8B,True,11,54,0.7918449999999999,2
kor,jinaai__jina-embeddings-v5-text-nano,True,12,54,0.78729,2
kor,tencent__KaLM-Embedding-Gemma3-12B-2511,True,13,54,0.7863450000000001,2
kor,codefuse-ai__F2LLM-v2-14B,True,14,54,0.7806550000000001,2
kor,ICT-TIME-and-Querit__BOOM_4B_v1,True,15,54,0.78037,2
kor,BidirLM__BidirLM-1.7B-Embedding,True,16,54,0.78017,2
kor,Bytedance__Seed1.6-embedding-1215,True,17,54,0.7782100000000001,2
kor,BidirLM__BidirLM-1B-Embedding,True,18,54,0.777355,2
kor,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,19,54,0.7757000000000001,2
kor,BidirLM__BidirLM-Omni-2.5B-Embedding,True,20,54,0.77277,2
kor,infly__inf-retriever-v1,True,21,54,0.770775,2
kor,zeroentropy__zembed-1,True,22,54,0.769275,2
kor,codefuse-ai__F2LLM-v2-1.7B,True,23,54,0.764205,2
kor,codefuse-ai__F2LLM-v2-4B,True,24,54,0.763325,2
kor,infly__inf-retriever-v1-1.5b,True,25,54,0.754445,2
kor,voyageai__voyage-3.5,True,26,54,0.74779,2
kor,microsoft__harrier-oss-v1-0.6b,True,27,54,0.74392,2
kor,codefuse-ai__F2LLM-v2-0.6B,True,28,54,0.74243,2
kor,Qwen__Qwen3-Embedding-0.6B,True,29,54,0.7406999999999999,2
kor,GritLM__GritLM-7B,True,30,54,0.73122,2
kor,codefuse-ai__F2LLM-v2-330M,True,31,54,0.72392,2
kor,BidirLM__BidirLM-0.6B-Embedding,True,32,54,0.72255,2
kor,google__text-multilingual-embedding-002,True,33,54,0.71611,2
kor,ibm-granite__granite-embedding-311m-multilingual-r2,True,34,54,0.7092499999999999,2
kor,microsoft__harrier-oss-v1-270m,True,35,54,0.68586,2
kor,Snowflake__snowflake-arctic-embed-m-v2.0,True,36,54,0.657465,2
kor,codefuse-ai__F2LLM-v2-160M,True,37,54,0.654785,2
kor,intfloat__multilingual-e5-small,True,38,54,0.651605,2
kor,ibm-granite__granite-embedding-97m-multilingual-r2,True,39,54,0.64404,2
kor,codefuse-ai__F2LLM-v2-80M,True,40,54,0.6138399999999999,2
kor,BidirLM__BidirLM-270M-Embedding,True,41,54,0.589885,2
kor,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.308175,2
kor,sdadas__mmlw-e5-base,True,43,54,0.04788,2
kor,sdadas__mmlw-e5-small,True,44,54,0.045985,2
kor,sergeyzh__LaBSE-ru-turbo,True,45,54,0.04298,2
kor,cointegrated__LaBSE-en-ru,True,46,54,0.03987,2
kor,sergeyzh__rubert-tiny-turbo,True,47,54,0.038955,2
kor,cointegrated__rubert-tiny2,True,48,54,0.0258499999999999,2
kor,DeepPavlov__rubert-base-cased-sentence,True,49,54,0.014355,2
kor,ai-forever__sbert_large_mt_nlu_ru,True,50,54,0.01347,2
kor,ai-forever__sbert_large_nlu_ru,True,51,54,0.01074,2
kor,cointegrated__rubert-tiny,True,52,54,0.0088799999999999,2
kor,DeepPavlov__distilrubert-small-cased-conversational,True,53,54,0.008615,2
kor,deepvk__deberta-v1-base,True,54,54,0.00693,2
ben,google__gemini-embedding-001,True,1,53,0.8808400000000001,3
ben,Qwen__Qwen3-Embedding-8B,True,2,53,0.8667633333333334,3
ben,nvidia__llama-embed-nemotron-8b,True,3,53,0.8545866666666666,3
ben,microsoft__harrier-oss-v1-27b,True,4,53,0.84879,3
ben,codefuse-ai__F2LLM-v2-14B,True,5,53,0.84177,3
ben,tencent__KaLM-Embedding-Gemma3-12B-2511,True,6,53,0.8403133333333334,3
ben,Qwen__Qwen3-Embedding-4B,True,7,53,0.8273566666666667,3
ben,codefuse-ai__F2LLM-v2-8B,True,8,53,0.82371,3
ben,codefuse-ai__F2LLM-v2-4B,True,9,53,0.8009833333333334,3
ben,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,10,53,0.7821266666666666,3
ben,perplexity-ai__pplx-embed-v1-4b,True,11,53,0.7799666666666667,3
ben,Bytedance__Seed1.6-embedding-1215,True,12,53,0.7776933333333332,3
ben,jinaai__jina-embeddings-v5-text-small,True,13,53,0.7746599999999999,3
ben,ICT-TIME-and-Querit__BOOM_4B_v1,True,14,53,0.7705166666666666,3
ben,infly__inf-retriever-v1,True,15,53,0.7690633333333334,3
ben,codefuse-ai__F2LLM-v2-1.7B,True,16,53,0.7604299999999999,3
ben,zeroentropy__zembed-1,True,17,53,0.7511833333333332,3
ben,google__embeddinggemma-300m,True,18,53,0.7471766666666667,3
ben,jinaai__jina-embeddings-v5-text-nano,True,19,53,0.7428333333333333,3
ben,BidirLM__BidirLM-1.7B-Embedding,True,20,53,0.7329466666666667,3
ben,perplexity-ai__pplx-embed-v1-0.6b,True,21,53,0.7328800000000001,3
ben,BidirLM__BidirLM-Omni-2.5B-Embedding,True,22,53,0.72803,3
ben,BidirLM__BidirLM-1B-Embedding,True,23,53,0.7278966666666667,3
ben,voyageai__voyage-3.5,True,24,53,0.7267766666666667,3
ben,BAAI__bge-m3,True,25,53,0.7240833333333333,3
ben,google__text-multilingual-embedding-002,True,26,53,0.7120433333333334,3
ben,GritLM__GritLM-7B,True,27,53,0.7046033333333334,3
ben,codefuse-ai__F2LLM-v2-0.6B,True,28,53,0.6921966666666667,3
ben,infly__inf-retriever-v1-1.5b,True,29,53,0.6890533333333333,3
ben,Qwen__Qwen3-Embedding-0.6B,True,30,53,0.6878433333333334,3
ben,codefuse-ai__F2LLM-v2-330M,True,31,53,0.6730533333333333,3
ben,ibm-granite__granite-embedding-311m-multilingual-r2,True,32,53,0.64513,3
ben,BidirLM__BidirLM-0.6B-Embedding,True,33,53,0.64448,3
ben,microsoft__harrier-oss-v1-0.6b,True,34,53,0.6444366666666667,3
ben,microsoft__harrier-oss-v1-270m,True,35,53,0.6407166666666666,3
ben,Snowflake__snowflake-arctic-embed-m-v2.0,True,36,53,0.59514,3
ben,codefuse-ai__F2LLM-v2-160M,True,37,53,0.5890066666666666,3
ben,BidirLM__BidirLM-270M-Embedding,True,38,53,0.5563333333333333,3
ben,ibm-granite__granite-embedding-97m-multilingual-r2,True,39,53,0.54252,3
ben,codefuse-ai__F2LLM-v2-80M,True,40,53,0.5290400000000001,3
ben,sentence-transformers__static-similarity-mrl-multilingual-v1,True,41,53,0.26642,3
ben,sdadas__mmlw-e5-base,True,42,53,0.0179466666666666,3
ben,sdadas__mmlw-e5-small,True,43,53,0.01792,3
ben,sergeyzh__LaBSE-ru-turbo,True,44,53,0.0144,3
ben,cointegrated__LaBSE-en-ru,True,45,53,0.0141133333333333,3
ben,sergeyzh__rubert-tiny-turbo,True,46,53,0.0119666666666666,3
ben,cointegrated__rubert-tiny2,True,47,53,0.0072799999999999,3
ben,ai-forever__sbert_large_mt_nlu_ru,True,48,53,0.0061433333333333,3
ben,DeepPavlov__rubert-base-cased-sentence,True,49,53,0.0059933333333333,3
ben,ai-forever__sbert_large_nlu_ru,True,50,53,0.00571,3
ben,deepvk__deberta-v1-base,True,51,53,0.0050433333333333,3
ben,DeepPavlov__distilrubert-small-cased-conversational,True,52,53,0.0043233333333333,3
ben,cointegrated__rubert-tiny,True,53,53,0.0043166666666666,3
vie,Qwen__Qwen3-Embedding-8B,True,1,54,0.889135,2
vie,google__gemini-embedding-001,True,2,54,0.87487,2
vie,perplexity-ai__pplx-embed-v1-4b,True,3,54,0.86557,2
vie,nvidia__llama-embed-nemotron-8b,True,4,54,0.86518,2
vie,tencent__KaLM-Embedding-Gemma3-12B-2511,True,5,54,0.8622799999999999,2
vie,Qwen__Qwen3-Embedding-4B,True,6,54,0.85516,2
vie,microsoft__harrier-oss-v1-27b,True,7,54,0.850475,2
vie,codefuse-ai__F2LLM-v2-14B,True,8,54,0.8498749999999999,2
vie,Bytedance__Seed1.6-embedding-1215,True,9,54,0.844065,2
vie,codefuse-ai__F2LLM-v2-8B,True,10,54,0.84358,2
vie,infly__inf-retriever-v1,True,11,54,0.838785,2
vie,jinaai__jina-embeddings-v5-text-small,True,12,54,0.83318,2
vie,codefuse-ai__F2LLM-v2-4B,True,13,54,0.83046,2
vie,zeroentropy__zembed-1,True,14,54,0.8256950000000001,2
vie,jinaai__jina-embeddings-v5-text-nano,True,15,54,0.8237,2
vie,perplexity-ai__pplx-embed-v1-0.6b,True,16,54,0.82279,2
vie,codefuse-ai__F2LLM-v2-1.7B,True,17,54,0.821495,2
vie,BidirLM__BidirLM-1.7B-Embedding,True,18,54,0.815935,2
vie,BidirLM__BidirLM-Omni-2.5B-Embedding,True,19,54,0.815905,2
vie,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,20,54,0.8157,2
vie,ICT-TIME-and-Querit__BOOM_4B_v1,True,21,54,0.8135,2
vie,google__embeddinggemma-300m,True,22,54,0.804405,2
vie,voyageai__voyage-3.5,True,23,54,0.802,2
vie,BidirLM__BidirLM-1B-Embedding,True,24,54,0.800035,2
vie,codefuse-ai__F2LLM-v2-0.6B,True,25,54,0.7941100000000001,2
vie,infly__inf-retriever-v1-1.5b,True,26,54,0.7852399999999999,2
vie,Qwen__Qwen3-Embedding-0.6B,True,27,54,0.780235,2
vie,BAAI__bge-m3,True,28,54,0.77475,2
vie,BidirLM__BidirLM-0.6B-Embedding,True,29,54,0.768635,2
vie,microsoft__harrier-oss-v1-0.6b,True,30,54,0.76572,2
vie,codefuse-ai__F2LLM-v2-330M,True,31,54,0.764625,2
vie,GritLM__GritLM-7B,True,32,54,0.74101,2
vie,google__text-multilingual-embedding-002,True,33,54,0.738535,2
vie,microsoft__harrier-oss-v1-270m,True,34,54,0.721375,2
vie,codefuse-ai__F2LLM-v2-160M,True,35,54,0.7114750000000001,2
vie,ibm-granite__granite-embedding-311m-multilingual-r2,True,36,54,0.69712,2
vie,BidirLM__BidirLM-270M-Embedding,True,37,54,0.666155,2
vie,codefuse-ai__F2LLM-v2-80M,True,38,54,0.66184,2
vie,intfloat__multilingual-e5-small,True,39,54,0.60826,2
vie,ibm-granite__granite-embedding-97m-multilingual-r2,True,40,54,0.604625,2
vie,Snowflake__snowflake-arctic-embed-m-v2.0,True,41,54,0.49983,2
vie,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.3809,2
vie,sergeyzh__LaBSE-ru-turbo,True,43,54,0.187465,2
vie,cointegrated__LaBSE-en-ru,True,44,54,0.18645,2
vie,sdadas__mmlw-e5-base,True,45,54,0.15916,2
vie,sdadas__mmlw-e5-small,True,46,54,0.139635,2
vie,sergeyzh__rubert-tiny-turbo,True,47,54,0.10515,2
vie,cointegrated__rubert-tiny2,True,48,54,0.0414799999999999,2
vie,DeepPavlov__rubert-base-cased-sentence,True,49,54,0.03316,2
vie,ai-forever__sbert_large_mt_nlu_ru,True,50,54,0.0141,2
vie,cointegrated__rubert-tiny,True,51,54,0.01112,2
vie,ai-forever__sbert_large_nlu_ru,True,52,54,0.01037,2
vie,DeepPavlov__distilrubert-small-cased-conversational,True,53,54,0.00963,2
vie,deepvk__deberta-v1-base,True,54,54,0.008755,2
ind,Qwen__Qwen3-Embedding-8B,True,1,54,0.7781750000000001,2
ind,nvidia__llama-embed-nemotron-8b,True,2,54,0.77243,2
ind,Qwen__Qwen3-Embedding-4B,True,3,54,0.755925,2
ind,microsoft__harrier-oss-v1-27b,True,4,54,0.75119,2
ind,google__gemini-embedding-001,True,5,54,0.749535,2
ind,BAAI__bge-m3,True,6,54,0.741165,2
ind,tencent__KaLM-Embedding-Gemma3-12B-2511,True,7,54,0.74075,2
ind,perplexity-ai__pplx-embed-v1-0.6b,True,8,54,0.739205,2
ind,ICT-TIME-and-Querit__BOOM_4B_v1,True,9,54,0.73668,2
ind,perplexity-ai__pplx-embed-v1-4b,True,10,54,0.73565,2
ind,jinaai__jina-embeddings-v5-text-small,True,11,54,0.73326,2
ind,BidirLM__BidirLM-1.7B-Embedding,True,12,54,0.7331449999999999,2
ind,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,13,54,0.73095,2
ind,BidirLM__BidirLM-1B-Embedding,True,14,54,0.730175,2
ind,google__embeddinggemma-300m,True,15,54,0.7289,2
ind,jinaai__jina-embeddings-v5-text-nano,True,16,54,0.724715,2
ind,BidirLM__BidirLM-Omni-2.5B-Embedding,True,17,54,0.7229749999999999,2
ind,infly__inf-retriever-v1,True,18,54,0.72158,2
ind,codefuse-ai__F2LLM-v2-14B,True,19,54,0.7212149999999999,2
ind,microsoft__harrier-oss-v1-0.6b,True,20,54,0.71989,2
ind,codefuse-ai__F2LLM-v2-8B,True,21,54,0.716505,2
ind,codefuse-ai__F2LLM-v2-4B,True,22,54,0.71384,2
ind,Bytedance__Seed1.6-embedding-1215,True,23,54,0.713355,2
ind,zeroentropy__zembed-1,True,24,54,0.711905,2
ind,Qwen__Qwen3-Embedding-0.6B,True,25,54,0.7094499999999999,2
ind,codefuse-ai__F2LLM-v2-1.7B,True,26,54,0.70879,2
ind,BidirLM__BidirLM-0.6B-Embedding,True,27,54,0.70801,2
ind,infly__inf-retriever-v1-1.5b,True,28,54,0.7009749999999999,2
ind,microsoft__harrier-oss-v1-270m,True,29,54,0.689175,2
ind,codefuse-ai__F2LLM-v2-0.6B,True,30,54,0.688025,2
ind,google__text-multilingual-embedding-002,True,31,54,0.684815,2
ind,voyageai__voyage-3.5,True,32,54,0.684715,2
ind,codefuse-ai__F2LLM-v2-330M,True,33,54,0.6730499999999999,2
ind,GritLM__GritLM-7B,True,34,54,0.669565,2
ind,intfloat__multilingual-e5-small,True,35,54,0.664855,2
ind,ibm-granite__granite-embedding-311m-multilingual-r2,True,36,54,0.6610499999999999,2
ind,BidirLM__BidirLM-270M-Embedding,True,37,54,0.6585300000000001,2
ind,codefuse-ai__F2LLM-v2-160M,True,38,54,0.63584,2
ind,ibm-granite__granite-embedding-97m-multilingual-r2,True,39,54,0.620745,2
ind,Snowflake__snowflake-arctic-embed-m-v2.0,True,40,54,0.6201300000000001,2
ind,codefuse-ai__F2LLM-v2-80M,True,41,54,0.604215,2
ind,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.39317,2
ind,cointegrated__LaBSE-en-ru,True,43,54,0.204405,2
ind,sdadas__mmlw-e5-base,True,44,54,0.1873749999999999,2
ind,sergeyzh__LaBSE-ru-turbo,True,45,54,0.178315,2
ind,sdadas__mmlw-e5-small,True,46,54,0.150855,2
ind,sergeyzh__rubert-tiny-turbo,True,47,54,0.090705,2
ind,DeepPavlov__rubert-base-cased-sentence,True,48,54,0.035655,2
ind,cointegrated__rubert-tiny2,True,49,54,0.026245,2
ind,DeepPavlov__distilrubert-small-cased-conversational,True,50,54,0.012365,2
ind,cointegrated__rubert-tiny,True,51,54,0.010825,2
ind,ai-forever__sbert_large_nlu_ru,True,52,54,0.00943,2
ind,ai-forever__sbert_large_mt_nlu_ru,True,53,54,0.008105,2
ind,deepvk__deberta-v1-base,True,54,54,0.006705,2
fas,nvidia__llama-embed-nemotron-8b,True,1,53,0.8377433333333334,3
fas,Qwen__Qwen3-Embedding-8B,True,2,53,0.8370066666666668,3
fas,google__gemini-embedding-001,True,3,53,0.83234,3
fas,tencent__KaLM-Embedding-Gemma3-12B-2511,True,4,53,0.8142,3
fas,microsoft__harrier-oss-v1-27b,True,5,53,0.81413,3
fas,Qwen__Qwen3-Embedding-4B,True,6,53,0.8131866666666667,3
fas,perplexity-ai__pplx-embed-v1-4b,True,7,53,0.8130633333333334,3
fas,google__embeddinggemma-300m,True,8,53,0.8056866666666668,3
fas,BAAI__bge-m3,True,9,53,0.8052833333333332,3
fas,perplexity-ai__pplx-embed-v1-0.6b,True,10,53,0.80493,3
fas,codefuse-ai__F2LLM-v2-8B,True,11,53,0.8009466666666666,3
fas,codefuse-ai__F2LLM-v2-14B,True,12,53,0.80003,3
fas,jinaai__jina-embeddings-v5-text-small,True,13,53,0.7905066666666666,3
fas,codefuse-ai__F2LLM-v2-4B,True,14,53,0.78997,3
fas,jinaai__jina-embeddings-v5-text-nano,True,15,53,0.7876599999999999,3
fas,infly__inf-retriever-v1,True,16,53,0.7868533333333333,3
fas,BidirLM__BidirLM-1B-Embedding,True,17,53,0.77772,3
fas,ICT-TIME-and-Querit__BOOM_4B_v1,True,18,53,0.7771733333333334,3
fas,codefuse-ai__F2LLM-v2-1.7B,True,19,53,0.7765066666666666,3
fas,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,20,53,0.7761,3
fas,BidirLM__BidirLM-1.7B-Embedding,True,21,53,0.7717333333333333,3
fas,BidirLM__BidirLM-Omni-2.5B-Embedding,True,22,53,0.76348,3
fas,voyageai__voyage-3.5,True,23,53,0.76181,3
fas,google__text-multilingual-embedding-002,True,24,53,0.7525700000000001,3
fas,codefuse-ai__F2LLM-v2-0.6B,True,25,53,0.7489033333333334,3
fas,zeroentropy__zembed-1,True,26,53,0.7475766666666668,3
fas,microsoft__harrier-oss-v1-0.6b,True,27,53,0.73893,3
fas,infly__inf-retriever-v1-1.5b,True,28,53,0.7353033333333333,3
fas,codefuse-ai__F2LLM-v2-330M,True,29,53,0.7316933333333333,3
fas,Qwen__Qwen3-Embedding-0.6B,True,30,53,0.7290633333333334,3
fas,Bytedance__Seed1.6-embedding-1215,True,31,53,0.72049,3
fas,ibm-granite__granite-embedding-311m-multilingual-r2,True,32,53,0.7180533333333333,3
fas,microsoft__harrier-oss-v1-270m,True,33,53,0.7156266666666667,3
fas,BidirLM__BidirLM-0.6B-Embedding,True,34,53,0.7142566666666667,3
fas,GritLM__GritLM-7B,True,35,53,0.7041266666666667,3
fas,Snowflake__snowflake-arctic-embed-m-v2.0,True,36,53,0.7003666666666666,3
fas,codefuse-ai__F2LLM-v2-160M,True,37,53,0.6915166666666667,3
fas,codefuse-ai__F2LLM-v2-80M,True,38,53,0.6615000000000001,3
fas,BidirLM__BidirLM-270M-Embedding,True,39,53,0.65231,3
fas,ibm-granite__granite-embedding-97m-multilingual-r2,True,40,53,0.65024,3
fas,sentence-transformers__static-similarity-mrl-multilingual-v1,True,41,53,0.41308,3
fas,sdadas__mmlw-e5-base,True,42,53,0.03927,3
fas,sergeyzh__LaBSE-ru-turbo,True,43,53,0.03728,3
fas,sdadas__mmlw-e5-small,True,44,53,0.0365733333333333,3
fas,cointegrated__LaBSE-en-ru,True,45,53,0.0341466666666666,3
fas,sergeyzh__rubert-tiny-turbo,True,46,53,0.0311366666666666,3
fas,cointegrated__rubert-tiny2,True,47,53,0.0193733333333333,3
fas,ai-forever__sbert_large_mt_nlu_ru,True,48,53,0.0109266666666666,3
fas,DeepPavlov__rubert-base-cased-sentence,True,49,53,0.0092366666666666,3
fas,ai-forever__sbert_large_nlu_ru,True,50,53,0.00897,3
fas,DeepPavlov__distilrubert-small-cased-conversational,True,51,53,0.0069133333333333,3
fas,cointegrated__rubert-tiny,True,52,53,0.0063366666666666,3
fas,deepvk__deberta-v1-base,True,53,53,0.0059366666666666,3
swa,google__gemini-embedding-001,True,1,54,0.8648,2
swa,nvidia__llama-embed-nemotron-8b,True,2,54,0.82855,2
swa,tencent__KaLM-Embedding-Gemma3-12B-2511,True,3,54,0.8273299999999999,2
swa,microsoft__harrier-oss-v1-27b,True,4,54,0.81355,2
swa,BAAI__bge-m3,True,5,54,0.81134,2
swa,perplexity-ai__pplx-embed-v1-4b,True,6,54,0.7717700000000001,2
swa,perplexity-ai__pplx-embed-v1-0.6b,True,7,54,0.7712300000000001,2
swa,Qwen__Qwen3-Embedding-8B,True,8,54,0.76654,2
swa,codefuse-ai__F2LLM-v2-8B,True,9,54,0.76622,2
swa,codefuse-ai__F2LLM-v2-14B,True,10,54,0.76338,2
swa,google__text-multilingual-embedding-002,True,11,54,0.75232,2
swa,codefuse-ai__F2LLM-v2-4B,True,12,54,0.7371,2
swa,BidirLM__BidirLM-1B-Embedding,True,13,54,0.7172099999999999,2
swa,codefuse-ai__F2LLM-v2-1.7B,True,14,54,0.714835,2
swa,google__embeddinggemma-300m,True,15,54,0.70116,2
swa,microsoft__harrier-oss-v1-0.6b,True,16,54,0.68781,2
swa,Bytedance__Seed1.6-embedding-1215,True,17,54,0.6816599999999999,2
swa,microsoft__harrier-oss-v1-270m,True,18,54,0.679485,2
swa,Qwen__Qwen3-Embedding-4B,True,19,54,0.674955,2
swa,intfloat__multilingual-e5-small,True,20,54,0.64535,2
swa,codefuse-ai__F2LLM-v2-0.6B,True,21,54,0.640555,2
swa,ibm-granite__granite-embedding-311m-multilingual-r2,True,22,54,0.625475,2
swa,GritLM__GritLM-7B,True,23,54,0.6234599999999999,2
swa,jinaai__jina-embeddings-v5-text-small,True,24,54,0.6030800000000001,2
swa,jinaai__jina-embeddings-v5-text-nano,True,25,54,0.6007,2
swa,infly__inf-retriever-v1,True,26,54,0.596,2
swa,voyageai__voyage-3.5,True,27,54,0.5861149999999999,2
