query_id,bge_m3_ndcg10,snowflake_ndcg10,delta
Q759,1.000000,1.000000,0.000000
Q76,1.000000,1.000000,0.000000
Q760,1.000000,1.000000,0.000000
Q761,1.000000,1.000000,0.000000
Q762,1.000000,1.000000,0.000000
Q763,1.000000,1.000000,0.000000
Q764,0.630930,1.000000,-0.369070
Q765,1.000000,0.500000,0.500000
Q766,1.000000,1.000000,0.000000
Q767,1.000000,0.430677,0.569323
Q768,1.000000,0.000000,1.000000
Q769,1.000000,1.000000,0.000000
Q77,1.000000,1.000000,0.000000
Q770,1.000000,1.000000,0.000000
Q771,1.000000,1.000000,0.000000
Q772,1.000000,1.000000,0.000000
Q773,0.000000,0.000000,0.000000
Q774,1.000000,1.000000,0.000000
Q775,1.000000,0.000000,1.000000
Q776,1.000000,1.000000,0.000000
Q777,1.000000,1.000000,0.000000
Q778,0.630930,0.500000,0.130930
Q779,1.000000,1.000000,0.000000
Q78,1.000000,1.000000,0.000000
Q780,1.000000,0.000000,1.000000
Q781,1.000000,1.000000,0.000000
Q782,1.000000,0.630930,0.369070
Q783,1.000000,1.000000,0.000000
Q784,1.000000,1.000000,0.000000
Q785,1.000000,1.000000,0.000000
Q786,1.000000,1.000000,0.000000
Q787,1.000000,0.000000,1.000000
Q788,1.000000,0.000000,1.000000
Q789,1.000000,1.000000,0.000000
Q79,1.000000,1.000000,0.000000
Q790,1.000000,1.000000,0.000000
Q791,1.000000,1.000000,0.000000
Q792,1.000000,1.000000,0.000000
Q793,1.000000,1.000000,0.000000
Q794,1.000000,0.000000,1.000000
Q795,0.630930,0.000000,0.630930
Q796,1.000000,0.500000,0.500000
Q797,1.000000,1.000000,0.000000
Q798,1.000000,1.000000,0.000000
Q799,1.000000,1.000000,0.000000
Q8,1.000000,0.500000,0.500000
Q80,0.630930,0.301030,0.329900
Q800,1.000000,0.630930,0.369070
Q801,1.000000,1.000000,0.000000
Q802,1.000000,1.000000,0.000000
Q803,1.000000,1.000000,0.000000
Q804,1.000000,1.000000,0.000000
Q805,1.000000,1.000000,0.000000
Q806,1.000000,1.000000,0.000000
Q807,1.000000,1.000000,0.000000
Q808,1.000000,1.000000,0.000000
Q809,0.630930,1.000000,-0.369070
Q81,1.000000,0.630930,0.369070
Q810,1.000000,1.000000,0.000000
Q811,1.000000,0.386853,0.613147
Q812,1.000000,1.000000,0.000000
Q813,1.000000,1.000000,0.000000
Q814,1.000000,1.000000,0.000000
Q815,1.000000,0.386853,0.613147
Q816,1.000000,0.500000,0.500000
Q817,1.000000,0.630930,0.369070
Q818,1.000000,0.386853,0.613147
Q819,1.000000,1.000000,0.000000
Q82,1.000000,1.000000,0.000000
Q820,0.630930,1.000000,-0.369070
Q821,0.500000,0.630930,-0.130930
Q822,1.000000,0.630930,0.369070
Q823,1.000000,1.000000,0.000000
Q824,1.000000,1.000000,0.000000
Q825,1.000000,1.000000,0.000000
Q826,1.000000,1.000000,0.000000
Q827,1.000000,1.000000,0.000000
Q828,1.000000,1.000000,0.000000
Q829,1.000000,1.000000,0.000000
Q83,1.000000,1.000000,0.000000
Q830,1.000000,0.630930,0.369070
Q831,0.386853,0.000000,0.386853
Q832,1.000000,0.000000,1.000000
Q833,1.000000,1.000000,0.000000
Q834,1.000000,0.500000,0.500000
Q835,1.000000,1.000000,0.000000
Q836,0.630930,0.333333,0.297596
Q837,1.000000,0.000000,1.000000
Q838,1.000000,1.000000,0.000000
Q839,1.000000,0.315465,0.684535
Q84,1.000000,0.630930,0.369070
Q840,1.000000,0.630930,0.369070
Q841,1.000000,1.000000,0.000000
Q842,1.000000,0.386853,0.613147
Q843,1.000000,0.000000,1.000000
Q844,1.000000,1.000000,0.000000
Q845,0.386853,0.430677,-0.043824
Q846,1.000000,0.500000,0.500000
Q847,1.000000,0.000000,1.000000
Q848,1.000000,1.000000,0.000000
Q849,1.000000,0.315465,0.684535
Q85,1.000000,0.500000,0.500000
Q850,1.000000,0.333333,0.666667
Q851,1.000000,1.000000,0.000000
Q852,1.000000,1.000000,0.000000
Q853,1.000000,1.000000,0.000000
Q854,1.000000,1.000000,0.000000
Q855,1.000000,1.000000,0.000000
Q856,1.000000,1.000000,0.000000
Q857,1.000000,1.000000,0.000000
Q858,0.630930,0.630930,0.000000
Q859,1.000000,1.000000,0.000000
Q86,1.000000,1.000000,0.000000
Q860,1.000000,0.630930,0.369070
Q861,1.000000,1.000000,0.000000
Q862,0.630930,1.000000,-0.369070
Q863,1.000000,1.000000,0.000000
Q864,1.000000,1.000000,0.000000
Q865,1.000000,1.000000,0.000000
Q866,1.000000,1.000000,0.000000
Q867,1.000000,1.000000,0.000000
Q868,0.630930,0.000000,0.630930
Q869,1.000000,1.000000,0.000000
Q87,1.000000,1.000000,0.000000
Q870,1.000000,0.500000,0.500000
Q871,1.000000,0.386853,0.613147
Q872,1.000000,0.333333,0.666667
Q873,1.000000,0.000000,1.000000
Q874,1.000000,1.000000,0.000000
Q875,1.000000,1.000000,0.000000
Q876,1.000000,1.000000,0.000000
Q877,1.000000,1.000000,0.000000
Q878,1.000000,1.000000,0.000000
Q879,1.000000,0.630930,0.369070
Q88,1.000000,1.000000,0.000000
Q880,1.000000,1.000000,0.000000
Q881,1.000000,0.630930,0.369070
Q882,1.000000,1.000000,0.000000
Q883,0.386853,0.630930,-0.244077
Q884,1.000000,0.630930,0.369070
Q885,1.000000,0.630930,0.369070
Q886,0.315465,0.000000,0.315465
Q887,1.000000,1.000000,0.000000
Q888,1.000000,0.630930,0.369070
Q889,1.000000,1.000000,0.000000
Q89,1.000000,1.000000,0.000000
Q890,1.000000,1.000000,0.000000
Q891,1.000000,1.000000,0.000000
Q892,1.000000,0.630930,0.369070
Q893,1.000000,1.000000,0.000000
Q894,1.000000,1.000000,0.000000
Q895,1.000000,1.000000,0.000000
Q896,1.000000,1.000000,0.000000
Q897,1.000000,1.000000,0.000000
Q898,1.000000,0.000000,1.000000
Q899,1.000000,0.000000,1.000000
Q9,1.000000,1.000000,0.000000
Q90,1.000000,0.630930,0.369070
Q91,1.000000,1.000000,0.000000
Q92,1.000000,0.356207,0.643793
Q93,1.000000,1.000000,0.000000
Q94,1.000000,1.000000,0.000000
Q95,1.000000,1.000000,0.000000
Q96,1.000000,1.000000,0.000000
Q97,1.000000,1.000000,0.000000
Q98,1.000000,1.000000,0.000000
Q99,1.000000,1.000000,0.000000
