,Model,AILAStatutes,ArguAna,BelebeleRetrieval,CovidRetrieval,HagridRetrieval,LEMBPasskeyRetrieval,LegalBenchCorporateLobbying,MIRACLRetrievalHardNegatives,MLQARetrieval,SCIDOCS,SpartQA,StackOverflowQA,StatcanDialogueDatasetRetrieval,TRECCOVID,TempReasonL1,TwitterHjerneRetrieval,WikipediaRetrievalMultilingual,WinoGrande
118,e5-base-4k,21.138,44.49,27.140271276595744,4.758,98.681,65.25,90.173,9.393944444444445,20.2280306122449,18.694,3.535,79.923,13.338249999999999,69.596,1.465,6.4430000000000005,50.3959375,37.335
119,all-mpnet-base-v2,21.275,46.521,24.418478723404256,3.696,98.707,24.5,89.044,8.667222222222222,17.14109183673469,23.765,0.216,90.32,12.846749999999998,51.32600000000001,1.771,14.888000000000002,58.535000000000004,20.771
120,nomic-embed-text-v1.5,19.159000000000002,52.018,25.979734042553194,13.109000000000002,98.545,17.25,92.189,8.774277777777778,16.99912244897959,17.629,6.303,63.621,12.760749999999998,63.43600000000001,1.706,6.737,50.695875,46.788000000000004
121,paraphrase-multilingual-MiniLM-L12-v2,20.525,44.878,45.31127659574467,30.115,97.958,8.25,88.511,23.77438888888889,57.02107142857143,13.778000000000002,4.938,37.943,15.511249999999999,39.345,1.432,18.721,64.5405,46.516999999999996
122,sgpt-bloom-7b1-msmarco,25.926,47.282000000000004,20.83954521276596,50.434999999999995,97.057,12.75,89.559,13.143388888888888,28.562938775510204,18.619,4.358,64.413,31.2815,81.368,0.335,11.582,35.32425,2.003
123,Ivysaur,27.878999999999998,55.783,22.698018617021276,15.753,98.74000000000001,38.25,90.486,11.790555555555555,16.40819387755102,18.636,1.48,72.512,12.814,60.324,0.88,11.278,49.5950625,14.334
124,slx-v0.1,20.516000000000002,50.166999999999994,20.799976063829785,0.795,98.836,23.25,86.413,8.781666666666666,13.235469387755103,21.641,1.6500000000000001,83.958,10.4745,47.246,1.526,9.811,38.806687499999995,47.337
125,all-MiniLM-L6-v2,20.516000000000002,50.166999999999994,20.799683510638296,0.795,98.836,23.25,86.413,8.781666666666666,13.235469387755103,21.641,1.6500000000000001,83.958,10.4745,47.232,1.526,9.811,38.806687499999995,47.349000000000004
126,embedder-100p,19.470000000000002,52.035,30.457079787234044,0.053,98.668,24.0,88.066,10.544333333333334,33.87661224489796,16.603,7.173,59.339,16.93975,45.1,1.872,3.7159999999999997,40.0390625,44.185
127,GIST-all-MiniLM-L6-v2,30.044999999999998,51.254999999999995,21.97269414893617,1.131,98.75500000000001,27.999999999999996,90.447,7.79611111111111,14.784632653061225,21.438,2.485,81.756,14.372250000000001,51.468,1.019,6.127,42.7830625,33.723
128,mmlw-e5-large,19.250999999999998,62.739,28.5159335106383,0.5329999999999999,98.694,36.0,91.58800000000001,5.236666666666666,21.341061224489795,4.885,5.459,78.51,22.466250000000002,38.976,1.0070000000000001,24.43,44.489875,15.879999999999999
129,sentence_croissant_alpha_v0.2,20.114,48.372,32.862194148936176,24.557000000000002,98.512,37.25,88.93299999999999,14.463944444444444,26.914785714285717,14.885000000000002,6.645,77.077,9.03225,55.811,0.7969999999999999,7.273000000000001,61.0714375,32.151
130,potion-multilingual-128M,16.789,40.152,42.518367021276596,48.85,94.308,35.25,83.281,18.61788888888889,41.423397959183674,6.694999999999999,20.083000000000002,46.405,2.9739999999999998,41.697,0.471,37.21,63.0941875,41.691
131,all-MiniLM-L12-v2,20.714,47.128,23.222579787234043,10.788,98.397,14.75,88.691,11.32261111111111,16.21819387755102,21.818,2.673,80.62700000000001,16.6985,50.815999999999995,1.659,6.622999999999999,61.419000000000004,27.162999999999997
132,Arabic-labse-Matryoshka,20.247,41.699000000000005,62.48619148936171,34.224,96.551,25.5,81.143,23.52761111111111,58.08177551020408,9.626,3.231,33.733000000000004,6.857,27.311000000000003,1.443,27.903,74.4050625,37.632
133,jina-embedding-s-en-v1,25.05,43.566,46.424,0.03,98.762,29.25,87.82,9.967666666666668,16.189071428571427,15.293000000000001,7.5,63.786,11.638,52.303,0.696,3.467,49.895,62.895
134,mmlw-e5-base,21.981,59.833999999999996,25.184904255319147,0.158,98.76599999999999,19.75,91.128,5.721222222222222,16.768051020408166,5.346,6.962,72.256,17.721,39.997,1.243,18.522,37.6203125,15.226999999999999
135,Arabic-MiniLM-L12-v2-all-nli-triplet,18.375,40.791,45.06325,36.66,97.729,8.75,83.911,22.133555555555553,54.16164285714286,10.929,4.966,31.124000000000002,7.28,30.658,1.218,27.171,67.368375,42.82
136,mmlw-roberta-large,18.016,61.904,25.075244680851068,0.17099999999999999,98.694,32.0,91.546,4.403555555555555,16.621091836734696,4.8340000000000005,5.457999999999999,74.863,23.905,37.47,1.019,22.679,39.87725,12.949
137,STS-multilingual-mpnet-base-v2,20.007,41.501,45.75592553191489,25.289,97.58099999999999,13.750000000000002,76.644,14.131944444444445,51.956887755102045,9.396,2.701,26.012,16.8235,28.936,1.135,40.041,67.75981250000001,44.382
138,mmlw-roberta-base,18.814,59.992999999999995,23.265039893617022,0.13699999999999998,98.687,25.75,90.864,5.236722222222222,14.366255102040814,5.702,6.707000000000001,70.095,17.88,41.243,1.39,22.752,36.243375,7.959
139,LaBSE,16.717000000000002,34.178,60.73163829787234,28.599000000000004,94.76299999999999,20.0,69.388,17.492944444444444,52.697326530612244,5.632000000000001,1.5610000000000002,38.226,4.17275,16.339000000000002,1.564,14.38,66.30637499999999,54.296
140,ru-en-RoSBERTa,18.85,46.085,23.324585106382976,0.0,98.61999999999999,29.5,88.156,14.174999999999999,13.395367346938775,14.939,2.735,70.616,12.806750000000001,63.166999999999994,1.302,3.846,39.0298125,47.737
141,mmlw-e5-small,22.103,58.723000000000006,22.8658670212766,0.098,98.292,26.5,89.887,3.891111111111111,15.670071428571427,6.36,8.703,65.637,17.7095,38.702,0.8880000000000001,8.015,32.422062499999996,42.409
142,gte-micro-v4,21.905,47.368,17.98716489361702,0.898,98.381,29.25,87.051,10.029722222222222,11.6965,16.243,6.816999999999999,60.168,5.351999999999999,49.032,0.9169999999999999,15.347,38.56275,32.778
143,potion-base-8M,17.404,41.966,12.135646276595743,6.69,96.955,38.5,84.899,6.998166666666666,8.250336734693878,12.386999999999999,14.374,50.954,2.41675,45.747,1.704,2.069,33.943625,37.858000000000004
144,Bulbasaur,21.429000000000002,44.798,17.48564893617021,2.487,98.429,27.0,84.881,10.469055555555556,11.68015306122449,15.312000000000001,9.554,53.80200000000001,5.6795,47.772999999999996,0.909,11.573,40.743125,33.889
145,text2vec-base-multilingual,15.387,31.355,26.36633244680851,15.001999999999999,80.219,13.25,81.55799999999999,16.081833333333336,30.82225510204082,9.802,8.546,32.472,4.122,32.101,1.476,18.691,36.9175625,31.608999999999998
146,arabic-english-sts-matryoshka,21.739,23.25,53.27529521276596,36.527,87.919,31.0,79.60300000000001,12.28238888888889,52.63552040816327,6.283999999999999,0.745,25.085,9.523,22.262,0.382,17.373,62.436375,28.725
147,potion-base-4M,16.518,39.449,10.561335106382979,5.938000000000001,96.313,38.5,83.581,6.381555555555556,7.39319387755102,10.975999999999999,13.552,48.22,1.74425,43.236000000000004,1.83,2.081,29.5879375,34.205999999999996
148,speed-embedding-7b-instruct,26.41,59.294999999999995,27.57351595744681,54.32,,22.25,82.61500000000001,,20.93455102040816,16.628999999999998,0.424,60.661,4.5169999999999995,87.433,0.422,15.067,71.93493749999999,1.9849999999999999
149,LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,22.48,51.001,19.292505319148937,7.957,82.166,24.25,72.963,8.868,11.428642857142856,15.345,0.087,65.572,5.927499999999999,55.665,0.182,6.807,53.9455625,46.358
150,Wartortle,22.42,35.865,14.703159574468087,3.492,95.822,34.25,82.039,7.771944444444443,9.157255102040816,11.124,7.1080000000000005,47.642,4.50975,35.736000000000004,1.313,2.2640000000000002,39.4103125,35.08
151,LaBSE-ru-turbo,15.897,46.568,29.38164095744681,0.064,98.593,22.25,86.413,13.264777777777779,19.209744897959183,11.703,3.895,53.064,9.840499999999999,30.522,1.06,3.5520000000000005,50.03093749999999,17.919999999999998
152,gte-micro,16.765,37.980999999999995,12.180029255319148,0.032,97.733,25.25,71.209,7.9126666666666665,8.23538775510204,11.193999999999999,10.071,37.574999999999996,1.09475,41.904,1.351,12.194,33.556687499999995,44.665
153,SearchMap_Preview,41.518,55.458,41.60172427983539,,,,94.269,,36.914,22.451999999999998,2.5149999999999997,84.54599999999999,47.929,61.529999999999994,0.8840000000000001,,92.821,49.370000000000005
154,potion-base-2M,15.723999999999998,32.622,8.062646276595745,4.683,92.819,36.25,75.851,4.594333333333333,5.905183673469387,8.163,14.549999999999999,40.921,1.24,40.475,1.706,1.783,21.718625,24.792
155,LaBSE-en-ru,15.942,31.91,29.014367021276595,0.35200000000000004,93.759,20.75,66.237,5.1241111111111115,17.405316326530613,4.96,1.52,38.161,2.78575,14.896,1.646,9.291,39.24725,53.288999999999994
156,M2V_base_output,12.725,29.183999999999997,9.053247340425532,6.159,94.917,38.5,79.257,5.9880555555555555,6.573602040816326,9.668000000000001,17.691000000000003,40.078,0.7505000000000001,47.015,1.172,2.043,29.505625000000002,15.085999999999999
157,USER-base,10.272,39.926,70.41533333333334,0.0,97.00999999999999,31.0,79.291,6.135166666666667,13.608244897959182,6.36,2.995,25.245,5.32475,20.166,1.214,1.9220000000000002,34.566875,44.542
158,Venusaur,17.573,34.8,13.230303191489362,6.2059999999999995,96.17099999999999,27.250000000000004,74.779,8.630611111111111,9.097948979591838,9.39,13.681,43.349,4.5745000000000005,30.272,0.64,6.968000000000001,35.870374999999996,28.993999999999996
159,M2V_base_glove,13.447000000000001,33.774,11.790002659574467,0.0,95.84899999999999,39.0,82.523,4.416222222222222,7.939744897959184,11.145,15.622,34.095,0.70325,50.293,1.0210000000000001,0.8250000000000001,15.55725,20.898
160,Squirtle,21.313,31.14,12.289345744680851,3.9079999999999995,94.209,28.749999999999996,76.462,7.85,8.159489795918368,9.931,5.837,40.474,3.34175,39.479,1.085,2.4250000000000003,36.318,24.277
161,M2V_base_glove_subword,11.927999999999999,29.599999999999998,9.864553191489362,6.665,95.538,38.5,77.12299999999999,6.603611111111111,7.283357142857143,9.923,16.869,41.282999999999994,0.6587500000000001,39.983999999999995,0.8009999999999999,1.7850000000000001,31.7505625,8.059
162,voyage-multilingual-2,44.997,61.821000000000005,,,98.896,97.0,95.92399999999999,,,22.447,10.190000000000001,,,80.106,1.365,88.652,,39.09
163,cai-lunaris-text-embeddings,16.805999999999997,37.269000000000005,12.546593085106384,0.0,98.479,30.0,73.863,4.315944444444445,9.580591836734694,10.465,0.602,37.944,10.432500000000001,35.647,0.22399999999999998,3.383,22.376375,18.89
164,rubert-tiny-turbo,13.624,32.031,14.675795212765957,0.034999999999999996,96.676,19.25,70.011,6.034277777777778,9.553520408163264,4.072,6.314,31.97,0.726,17.53,0.77,1.683,29.756125,27.898
165,German_Semantic_STS_V2,17.101,28.395,13.79862765957447,0.0,95.07100000000001,14.249999999999998,72.718,4.7015,12.40488775510204,6.332,1.7680000000000002,35.4,1.19275,28.34,0.695,4.07,29.5975,26.529999999999998
166,jina-embeddings-v2-small-en,13.024,46.729,2.164380319148936,0.0,43.194,3.4999999999999996,20.833,0.3098333333333333,1.8130918367346938,18.605,2.968,13.099,0.13649999999999998,65.18,0.39699999999999996,2.54,5.8124375,1.817
167,silma-embeddding-matryoshka-v0.1,9.343,22.512,12.685843085106383,0.086,78.486,15.75,49.16,2.7775000000000003,12.398734693877552,1.569,0.909,19.434,2.48975,5.195,1.1400000000000001,3.698,13.832687500000002,32.092999999999996
168,voyage-large-2-instruct,40.747,58.61300000000001,,,98.87,,95.32300000000001,,,24.323,0.303,,,85.06700000000001,1.098,79.503,83.87106250000001,28.753
169,jina-embeddings-v2-base-en,10.48,44.181,1.0345984042553191,0.0,2.0,0.25,1.268,0.018055555555555554,1.1488775510204081,19.863,0.5640000000000001,0.241,0.06775,65.913,0.047,0.602,44.826625,0.123
170,rubert-tiny2,13.806,27.656999999999996,7.722122340425532,0.105,78.021,10.0,60.18599999999999,0.6848888888888889,4.641326530612245,1.185,6.279,19.965,0.42725,8.672,0.903,2.08,14.4711875,1.418
171,Arabert-all-nli-triplet-Matryoshka,12.089,15.921,9.429039893617022,0.083,71.708,19.5,36.321,2.0506666666666664,9.089091836734694,1.7309999999999999,1.677,20.241,0.7915,7.265000000000001,1.212,1.7819999999999998,15.2621875,3.193
172,ternary-weight-embedding,14.834,4.832,2.120375,82.819,40.418,9.0,10.854,0.3827222222222223,1.8416530612244897,0.257,2.1430000000000002,8.424,0.45575,6.304,0.18,1.8950000000000002,4.34075,0.182
173,Arabic-mpnet-base-all-nli-triplet,10.873,18.862000000000002,6.471577127659575,0.0,49.483,16.0,54.185,1.3666666666666667,4.462173469387755,2.007,0.626,28.957,0.82875,13.531,1.085,1.9609999999999999,21.7491875,3.6769999999999996
174,Marbert-all-nli-triplet-Matryoshka,10.093,13.420000000000002,5.731555851063829,0.0,69.23899999999999,8.25,20.906,1.228777777777778,5.491551020408163,1.13,1.085,11.699,0.15575,5.276,1.5270000000000001,1.9300000000000002,6.5324375,1.657
175,distilrubert-small-cased-conversational,14.086000000000002,15.131,3.2141914893617023,0.0,63.32600000000001,12.5,40.705000000000005,1.1428333333333334,1.982765306122449,0.483,5.81,13.99,0.4787499999999999,15.182,0.8789999999999999,1.303,12.47775,0.617
176,udever-bloom-1b1,20.961,46.671,12.866856382978723,68.142,90.647,,75.834,5.845111111111111,20.026969387755102,17.235,0.11399999999999999,,,80.028,0.2,10.372,21.9188125,2.563
177,gemma-2b-embeddings,15.229999999999999,21.346999999999998,5.499614361702128,12.687999999999999,46.209,2.5,50.446999999999996,3.3943888888888893,4.651132653061225,1.897,0.026,33.329,1.39725,13.111999999999998,0.04,3.127,19.933,0.0
178,rubert-tiny,12.635,24.163999999999998,4.4638377659574475,0.0,66.53999999999999,6.25,53.55799999999999,0.39516666666666667,2.698275510204082,0.8630000000000001,3.34,16.657,0.583,9.474,0.155,2.057,11.511125,2.3369999999999997
179,rubert-base-cased-sentence,14.133999999999999,9.386999999999999,6.831242021276596,0.07100000000000001,52.552,2.25,35.354,0.8937222222222223,4.853469387755102,1.179,1.727,6.968000000000001,0.4670000000000001,7.796,0.16,3.563,11.509500000000001,5.274
180,rubert-base-cased,11.527,13.020999999999999,22.064333333333334,0.066,40.701,11.75,15.848999999999998,0.29683333333333334,2.430908163265306,0.346,0.034,8.75,0.0685,4.0489999999999995,0.23700000000000002,7.561,4.69325,0.034
181,udever-bloom-7b1,23.878,52.207,10.870156914893617,68.855,83.507,,71.981,,14.671714285714286,18.944,0.032,,,83.818,0.023,3.1189999999999998,21.853125000000002,0.373
182,sbert_large_nlu_ru,19.375999999999998,17.294,3.341244680851064,0.0,49.874,7.249999999999999,22.421,0.4132777777777778,2.138081632653061,0.23500000000000001,0.017,6.8709999999999996,0.1565,3.914,0.194,1.4409999999999998,5.074125,0.377
183,sbert_large_mt_nlu_ru,11.759,15.623000000000001,4.229375,0.0,63.834,5.75,21.071,0.8209444444444445,2.6903367346938776,0.372,0.0,8.951,0.5125000000000001,7.164,0.167,2.044,6.7475000000000005,0.707
184,udever-bloom-3b,21.505,48.33,6.653757978723404,67.569,64.37899999999999,,61.92100000000001,,10.218520408163265,18.502,0.202,,,83.21,0.11299999999999999,12.903999999999998,19.0088125,0.089
185,deberta-v1-base,9.707,12.391,2.112875,0.0,45.739999999999995,1.7500000000000002,10.449,0.4345,1.4814285714285713,0.183,0.27799999999999997,6.6290000000000004,0.25225,3.556,0.156,1.076,3.433375,0.027999999999999997
186,baseline-random-encoder,9.799,0.188,0.9264707446808511,0.0,0.41700000000000004,0.25,2.015,0.012944444444444446,1.133561224489796,0.024,0.362,0.017,0.07625,0.42500000000000004,0.066,3.5520000000000005,0.0329375,0.168
187,udever-bloom-560m,15.608,44.545,2.757938829787234,33.566,40.242,,45.491,1.8747222222222224,3.913224489795918,15.312000000000001,0.037,,,72.992,0.017,0.44400000000000006,6.28475,0.026
188,Jasper-Token-Compression-600M,39.803,78.28,85.88566666666667,87.52,,,93.511,71.56700000000001,,25.509999999999998,,,,89.924,,,,
189,cadet-embed-base-v1,23.612,56.16,,,98.896,38.25,92.96,,,19.09,,85.74199999999999,,80.55499999999999,,,,
190,granite-embedding-english-r2,28.331,59.214999999999996,,,,81.75,,19.20088888888889,,24.95,,91.804,,70.565,,,,
191,b1ade-embed,27.288,65.989,,,,37.25,93.31700000000001,,,23.785,,83.458,,69.163,,,,
192,granite-embedding-small-english-r2,22.772000000000002,54.398,,,,79.75,,17.72861111111111,,24.059,,90.04299999999999,,64.666,,,,
193,Yuan-embedding-2.0-en,,69.169,82.01866666666668,,,,,70.416,,59.857000000000006,,,,98.328,,,,
194,text-embedding-ada-002,,57.437000000000005,,57.211,,,,,,18.360000000000003,4.227,,,68.474,1.6789999999999998,,,19.654
195,lodestone-base-4096-v1,,49.819,,,12.405,,,,,15.264,2.724,,,38.579,0.084,1.9640000000000002,,0.196
196,F2LLM-0.6B,,58.608000000000004,82.21,,,,,59.953,,22.634,,,,58.666,,,,
197,Conan-embedding-v2,,77.792,,96.057,,,,,,31.628,,,,84.663,,,,
198,text-embedding-005,35.394,57.976000000000006,,,,,,,,21.041999999999998,,73.454,,84.907,,,,
199,voyage-law-2,45.51,,,,,93.75,95.65599999999999,,,,,,,,,83.63000000000001,,
200,Seed1.5-Embedding,,75.104,,87.40400000000001,,,,,,26.412000000000003,,,,87.652,,,,
201,Seed1.6-embedding,,71.03699999999999,,88.46000000000001,,,,,,25.011,,,,84.447,,,,
202,gte-base-en-v1.5,29.134999999999998,63.486,,,,,,13.397222222222224,,21.918000000000003,,,,73.13499999999999,,,,
203,QZhou-Embedding,,84.097,,93.164,,,,,,28.659000000000002,,,,77.639,,,,
204,bge-large-en,22.147,62.456999999999994,,,,,,20.365333333333336,,22.215,,,,75.375,,,,
205,multi-qa-MiniLM-L6-cos-v1,21.796,,49.387,,,,,11.101333333333335,,15.78,,,,55.796,,,58.557,
206,MiniCPM-Embedding,,64.65,,92.01,,,,,,22.38,,,,81.32,,,,
207,bge-base-en,18.11,61.487,,,,,,18.692777777777778,,21.298000000000002,,,,76.447,,,,
208,KaLM-embedding-multilingual-mini-instruct-v2.5,,60.153,,83.572,,,,,,21.617,,,,82.98299999999999,,,,
209,bge-multilingual-gemma2,,77.36555747844541,,77.458,,,,,,26.93150756480961,,,,64.26928884606035,,,,
210,gte-modernbert-base,,74.555,,,,,,,,20.44,,90.876,,75.748,,,,
211,gtr-t5-large,,52.086,75.889,,,,,,,15.506,,,,56.681000000000004,,,76.238,
212,text-embedding-004,41.036,58.62500000000001,,,,,,,,20.496,,,,82.547,,,,
213,KaLM-embedding-multilingual-mini-instruct-v1.5,,58.626999999999995,,82.311,,,,,,19.967,,,,83.71600000000001,,,,
214,mdbr-leaf-mt,19.177,61.227,,,,,,,,18.689,,70.34,,67.331,,,,
215,gme-Qwen2-VL-7B-Instruct,,64.596,,79.598,,,,,,27.378000000000004,,,,52.60399999999999,,,,
216,KaLM-embedding-multilingual-mini-instruct-v2,,57.419,,83.304,,,,,,20.811,,,,79.269,,,,
217,static-retrieval-mrl-en-v1,22.184,44.41,,,,,,10.78188888888889,,13.222999999999999,,55.907,,44.603,,,,
218,gme-Qwen2-VL-2B-Instruct,,61.524,,78.34299999999999,,,,,,23.172,,,,59.243,,,,
219,GTE-ModernColBERT-v1,,47.52,,,,96.5,,,,19.219,,,,84.83500000000001,,,,
220,mdbr-leaf-ir,25.552999999999997,59.384,,,,,,,,19.772000000000002,,,,81.96600000000001,,,,
221,LGAI-Embedding-Preview,,86.94800000000001,,,,,,,,27.256999999999998,,,,90.10000000000001,,,,
222,voyage-3-m-exp,,89.786,,,,,,,,34.528999999999996,,,,82.747,,,,
223,sentence-t5-large,,39.271,70.208,,,,,,,15.376999999999999,,,,46.107,,,66.923,
224,Octen-Embedding-0.6B,86.595,,87.69566666666665,,,,,59.83233333333333,,,,,,,,,,
225,voyage-3.5 (output_dtype=int8),47.571999999999996,,,,,,,59.20333333333333,,,,,,,,85.256,,
226,sentence-t5-base,,44.846000000000004,58.29,,,,,,,14.155000000000001,,,,40.699000000000005,,,53.57300000000001,
227,bge-en-icl,,83.07967801208441,,,,,,,,25.25865384510787,,,,79.07987651251462,,,,
228,LENS-d8000,,76.019,,,,,,,,28.538000000000004,,,,77.17500000000001,,,,
229,voyage-3.5 (output_dtype=binary),41.247,,,,,,,50.50655555555556,,,,,,,,84.191,,
230,cde-small-v2,,74.957,,,,,,,,22.847,,,,80.55,,,,
231,PIXIE-Rune-v1.0,26.171,,92.42566666666666,,,,,61.4965,,,,,,,,,,
232,LENS-d4000,,77.31700000000001,,,,,,,,27.511999999999997,,,,69.733,,,,
233,Zeta-Alpha-E5-Mistral,,65.623,,,,,,,,20.86,,,,83.67999999999999,,,,
234,GeoEmbedding,,77.873,,,,,,,,22.137999999999998,,,,77.264,,,,
235,cde-small-v1,,71.99600000000001,,,,,,,,21.781,,,,79.38199999999999,,,,
236,LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,,62.778999999999996,,,,,,,,22.961000000000002,,,,80.337,,,,
237,bge-m3-unsupervised,26.156000000000002,,,,,,,49.131888888888895,,,,,,,,,91.193,
238,F2LLM-4B,,61.926,,,,,,,,26.701999999999998,,,,60.64000000000001,,,,
239,Tarka-Embedding-350M-V1,,62.669,,,,,,,,20.753,,,,78.823,,,,
240,mxbai-embed-2d-large-v1,,63.629000000000005,,,,,,,,22.782,,,,68.637,,,,
241,e5-R-mistral-7b,,58.994,,,,,,,,19.259999999999998,,,,84.399,,,,
242,F2LLM-1.7B,,60.974,,,,,,,,24.72,,,,62.039,,,,
243,bangla-sentence-transformer-ft-matryoshka-paraphrase-multilingual-mpnet-base-v2,,,44.00425,,,,,43.873,,,,,,,,,66.286,
244,Titan-text-embeddings-v2,,51.312000000000005,,,,,,,,21.979000000000003,,,,80.746,,,,
245,LLM2Vec-Llama-2-7b-chat-hf-mntp-supervised,,56.535000000000004,,,,,,,,21.05,,,,79.253,,,,
246,Tarka-Embedding-150M-V1,,58.23700000000001,,,,,,,,17.339,,,,81.392,,,,
247,ember-v1,,64.563,,,,,,,,19.580000000000002,,,,64.13799999999999,,,,
248,bge-small-en,,58.835,,,,,,,,20.191,,,,73.164,,,,
249,mini-gte,,56.614,,,,,,,,21.317,,,,74.02499999999999,,,,
250,modernbert-embed-base,,48.962,,,,,,,,18.587,,,,84.147,,,,
251,ColBERT-Zero,,52.815,,,,,,,,19.836000000000002,,,,78.271,,,,
252,voyage-4-nano,,,93.37100000000001,,,,,71.777,,,,,,,,,,
253,Giga-Embeddings-instruct,,47.124,,,,,,,,19.865,,,,81.88,,,,
254,ColBERT-Zero-unsupervised,,51.236000000000004,,,,,,,,22.235,,,,66.974,,,,
255,PwC-Embedding_expr,,,86.67233333333333,,,,,71.123,,,,,,,,,,
256,MoD-Embedding,90.739,,,,,,,66.40922222222223,,,,,,,,,,
257,voyage-code-3,,,,,,,,,,,,97.16799999999999,,,,82.596,,
258,LLM2Vec-Sheared-LLaMA-mntp-supervised,,51.663000000000004,,,,,,,,17.957,,,,80.411,,,,
259,Octen-Embedding-4B,85.56899999999999,,,,,,,63.718555555555554,,,,,,,,,,
260,gemini-embedding-2-preview,47.329,,,,,,,67.78344444444444,,,,,,,,,,
261,Octen-Embedding-8B-INT8,94.51,,,,,,,62.58016666666667,,,,,,,,,,
262,Octen-Embedding-4B-INT8,86.682,,,,,,,62.69083333333333,,,,,,,,,,
263,e5-base-trm-nl,,,93.79899999999999,,,,,,,,,,,,,,89.058,
264,e5-large-trm-nl,,,93.052,,,,,,,,,,,,,,88.827,
265,e5-small-trm-nl,,,92.437,,,,,,,,,,,,,,88.691,
266,voyage-4-large (embed_dim=2048),50.293,,,,,,,63.14922222222222,,,,,,,,,,
267,voyage-4-large,50.022,,,,,,,62.12811111111112,,,,,,,,,,
268,bge-base-zh-v1.5,16.189,,,74.697,,,,11.184222222222223,,,,,,,,,,
269,voyage-4,49.913000000000004,,,,,,,60.55716666666666,,,,,,,,,,
270,opensearch-neural-sparse-encoding-doc-v3-gte,,52.083999999999996,,,,,,,,16.732,,,,73.335,,,,
271,Cohere-embed-v4.0,34.849999999999994,,,,,,,63.98350000000001,,,,,,,,,,
272,miniac-embed,,59.995,,,,,,,,16.866,,,,50.744,,,,
273,ColBERT-Zero-supervised,,41.839,,,,,,,,19.904,,,,75.58200000000001,,,,
274,Cohere-embed-v4.0 (output_dtype=int8),34.424,,,,,,,64.04688888888889,,,,,,,,,,
275,bge-large-zh-v1.5,15.417,,,73.35199999999999,,,,8.280555555555555,,,,,,,,,,
276,voyage-4-lite,48.485,,,,,,,57.11588888888889,,,,,,,,,,
277,opensearch-neural-sparse-encoding-doc-v3-distill,,51.909000000000006,,,,,,,,16.27,,,,72.258,,,,
278,mxbai-embed-xsmall-v1,,49.58,,,,,,,,21.5,,,,48.9,,,,
279,Cohere-embed-v4.0 (output_dtype=binary),36.729,,,,,,,59.64994444444444,,,,,,,,,,
280,bge-small-zh-v1.5,14.893999999999998,,,70.137,,,,6.994555555555555,,,,,,,,,,
281,opensearch-neural-sparse-encoding-doc-v2-distill,,49.521,,,,,,,,16.589000000000002,,,,68.916,,,,
282,opensearch-neural-sparse-encoding-doc-v2-mini,,47.963,,,,,,,,16.145,,,,70.771,,,,
283,gtr-t5-xl,,52.806,,,,,,,,15.708,,,,60.087,,,,
284,Hakim,,,,,,,,47.25,,,,,,,,,88.275,
285,Tooka-SBERT-V2-Small,,,,,,,,53.059,,,,,,,,,85.539,
286,Tooka-SBERT-V2-Large,,,,,,,,48.536,,,,,,,,,87.304,
287,gtr-t5-xxl,,53.769,,,,,,,,15.881,,,,51.903,,,,
288,Hakim-unsup,,,,,,,,51.434999999999995,,,,,,,,,83.902,
289,Hakim-small,,,,,,,,44.878,,,,,,,,,85.099,
290,LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse,,51.731,,,,,,,,10.388,,,,63.343,,,,
291,SONAR,,18.295,,10.382,,,,,,1.79,,,,24.823,,,,
292,Arabic-Triplet-Matryoshka-V2,,,,,,,,62.61600000000001,15.693653846153847,,,,,,,,,
293,text2vec-base-chinese,9.699,,,44.806000000000004,,,,3.608388888888889,,,,,,,,,,
294,Tooka-SBERT,,,,,,,,26.432,,,,,,,,,79.022,
295,gtr-t5-base,,50.827999999999996,,,,,,,,14.000000000000002,,,,56.047000000000004,,,,
296,sentence-t5-xxl,,39.847,,,,,,,,17.173,,,,59.480999999999995,,,,
297,LLM2Vec-Llama-2-7b-chat-hf-mntp-unsup-simcse,,47.093,,,,,,,,10.001,,,,60.672000000000004,,,,
298,sentence-t5-xl,,39.397,,,,,,,,15.966,,,,54.772,,,,
299,fabert,,,,,,,,12.851,,,,,,,,,63.668,
300,potion-retrieval-32M,,44.878,,,,,,,,13.693,,,,44.690000000000005,,,,
301,LLM2Vec-Sheared-LLaMA-mntp-unsup-simcse,,43.644,,,,,,,,5.531,,,,56.041,,,,
302,potion-base-32M,,42.864000000000004,,,,,,,,13.587,,,,41.931000000000004,,,,
303,bert-base-parsbert-uncased,,,,,,,,7.747999999999999,,,,,,,,,48.406,
304,bert-zwnj-wnli-mean-tokens,,,,,,,,7.974,,,,,,,,,41.291,
305,TookaBERT-Base,,,,,,,,5.21,,,,,,,,,46.137,
306,M2V_multilingual_output,15.261,,,,,,,13.06188888888889,,,,,,,,,,
307,roberta-zwnj-wnli-mean-tokens,,,,,,,,7.253,,,,,,,,,37.342,
308,sentence-transformer-parsbert-fa,,,,,,,,5.3740000000000006,,,,,,,,,35.628,
