model_id,display_name,language_iso,lang_name,local_rank,local_ndcg
jinaai/jina-embeddings-v5-text-small,jina-v5-small,ind,Indonesian,9,0.73326
perplexity-ai/pplx-embed-v1-0.6b,pplx-embed-0.6b,ind,Indonesian,6,0.739205
perplexity-ai/pplx-embed-v1-4b,pplx-embed-4b,ind,Indonesian,8,0.73565
zeroentropy/zembed-1,zembed-1,ind,Indonesian,20,0.711905
GritLM/GritLM-7B,GritLM-7B,ind,Indonesian,23,0.669565
Bytedance/Seed1.6-embedding-1215,Seed1.6-embed,ind,Indonesian,19,0.713355
BidirLM/BidirLM-1B-Embedding,BidirLM-1B,ind,Indonesian,10,0.730175
BidirLM/BidirLM-Omni-2.5B-Embedding,BidirLM-2.5B,ind,Indonesian,13,0.7229749999999999
ibm-granite/granite-embedding-311m-multilingual-r2,granite-311m,ind,Indonesian,25,0.6610499999999999
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,ind,Indonesian,12,0.724715
BAAI/bge-m3,bge-m3,fas,Persian,7,0.8052833333333332
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,fas,Persian,21,0.7290633333333334
Qwen/Qwen3-Embedding-4B,Qwen3-4B,fas,Persian,4,0.8131866666666667
Qwen/Qwen3-Embedding-8B,Qwen3-8B,fas,Persian,2,0.8370066666666668
nvidia/llama-embed-nemotron-8b,nemotron-8b,fas,Persian,1,0.8377433333333334
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,fas,Persian,20,0.73893
voyageai/voyage-3.5,voyage-3.5,fas,Persian,18,0.76181
tencent/KaLM-Embedding-Gemma3-12B-2511,KaLM-Gemma3-12B,fas,Persian,3,0.8142
google/embeddinggemma-300m,embeddinggemma-300m,fas,Persian,6,0.8056866666666668
infly/inf-retriever-v1,inf-retriever-v1,fas,Persian,14,0.7868533333333333
codefuse-ai/F2LLM-v2-4B,F2LLM-v2-4B,fas,Persian,12,0.78997
codefuse-ai/F2LLM-v2-8B,F2LLM-v2-8B,fas,Persian,9,0.8009466666666666
codefuse-ai/F2LLM-v2-14B,F2LLM-v2-14B,fas,Persian,10,0.80003
ICT-TIME-and-Querit/BOOM_4B_v1,BOOM-4B,fas,Persian,16,0.7771733333333334
jinaai/jina-embeddings-v5-text-small,jina-v5-small,fas,Persian,11,0.7905066666666666
perplexity-ai/pplx-embed-v1-0.6b,pplx-embed-0.6b,fas,Persian,8,0.80493
perplexity-ai/pplx-embed-v1-4b,pplx-embed-4b,fas,Persian,5,0.8130633333333334
zeroentropy/zembed-1,zembed-1,fas,Persian,19,0.7475766666666668
GritLM/GritLM-7B,GritLM-7B,fas,Persian,24,0.7041266666666667
Bytedance/Seed1.6-embedding-1215,Seed1.6-embed,fas,Persian,22,0.72049
BidirLM/BidirLM-1B-Embedding,BidirLM-1B,fas,Persian,15,0.77772
BidirLM/BidirLM-Omni-2.5B-Embedding,BidirLM-2.5B,fas,Persian,17,0.76348
ibm-granite/granite-embedding-311m-multilingual-r2,granite-311m,fas,Persian,23,0.7180533333333333
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,fas,Persian,13,0.7876599999999999
intfloat/multilingual-e5-small,ml-e5-small,swa,Swahili,15,0.64535
BAAI/bge-m3,bge-m3,swa,Swahili,3,0.81134
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,swa,Swahili,25,0.481545
Qwen/Qwen3-Embedding-4B,Qwen3-4B,swa,Swahili,14,0.674955
Qwen/Qwen3-Embedding-8B,Qwen3-8B,swa,Swahili,6,0.76654
nvidia/llama-embed-nemotron-8b,nemotron-8b,swa,Swahili,1,0.82855
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,swa,Swahili,12,0.68781
voyageai/voyage-3.5,voyage-3.5,swa,Swahili,21,0.5861149999999999
tencent/KaLM-Embedding-Gemma3-12B-2511,KaLM-Gemma3-12B,swa,Swahili,2,0.8273299999999999
google/embeddinggemma-300m,embeddinggemma-300m,swa,Swahili,11,0.70116
infly/inf-retriever-v1,inf-retriever-v1,swa,Swahili,20,0.596
codefuse-ai/F2LLM-v2-4B,F2LLM-v2-4B,swa,Swahili,9,0.7371
codefuse-ai/F2LLM-v2-8B,F2LLM-v2-8B,swa,Swahili,7,0.76622
codefuse-ai/F2LLM-v2-14B,F2LLM-v2-14B,swa,Swahili,8,0.76338
ICT-TIME-and-Querit/BOOM_4B_v1,BOOM-4B,swa,Swahili,22,0.562685
jinaai/jina-embeddings-v5-text-small,jina-v5-small,swa,Swahili,18,0.6030800000000001
perplexity-ai/pplx-embed-v1-0.6b,pplx-embed-0.6b,swa,Swahili,5,0.7712300000000001
perplexity-ai/pplx-embed-v1-4b,pplx-embed-4b,swa,Swahili,4,0.7717700000000001
zeroentropy/zembed-1,zembed-1,swa,Swahili,23,0.512705
GritLM/GritLM-7B,GritLM-7B,swa,Swahili,17,0.6234599999999999
Bytedance/Seed1.6-embedding-1215,Seed1.6-embed,swa,Swahili,13,0.6816599999999999
BidirLM/BidirLM-1B-Embedding,BidirLM-1B,swa,Swahili,10,0.7172099999999999
BidirLM/BidirLM-Omni-2.5B-Embedding,BidirLM-2.5B,swa,Swahili,24,0.50994
ibm-granite/granite-embedding-311m-multilingual-r2,granite-311m,swa,Swahili,16,0.625475
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,swa,Swahili,19,0.6007
intfloat/multilingual-e5-small,ml-e5-small,tha,Thai,23,0.745965
BAAI/bge-m3,bge-m3,tha,Thai,6,0.853405
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,tha,Thai,19,0.791885
Qwen/Qwen3-Embedding-4B,Qwen3-4B,tha,Thai,3,0.861235
Qwen/Qwen3-Embedding-8B,Qwen3-8B,tha,Thai,1,0.896535
nvidia/llama-embed-nemotron-8b,nemotron-8b,tha,Thai,2,0.8877349999999999
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,tha,Thai,20,0.79061
voyageai/voyage-3.5,voyage-3.5,tha,Thai,22,0.77275
tencent/KaLM-Embedding-Gemma3-12B-2511,KaLM-Gemma3-12B,tha,Thai,4,0.861
google/embeddinggemma-300m,embeddinggemma-300m,tha,Thai,12,0.83649
infly/inf-retriever-v1,inf-retriever-v1,tha,Thai,16,0.82001
codefuse-ai/F2LLM-v2-4B,F2LLM-v2-4B,tha,Thai,15,0.8323050000000001
codefuse-ai/F2LLM-v2-8B,F2LLM-v2-8B,tha,Thai,7,0.850545
codefuse-ai/F2LLM-v2-14B,F2LLM-v2-14B,tha,Thai,5,0.85553
ICT-TIME-and-Querit/BOOM_4B_v1,BOOM-4B,tha,Thai,14,0.83563
jinaai/jina-embeddings-v5-text-small,jina-v5-small,tha,Thai,8,0.848835
perplexity-ai/pplx-embed-v1-0.6b,pplx-embed-0.6b,tha,Thai,10,0.842025
perplexity-ai/pplx-embed-v1-4b,pplx-embed-4b,tha,Thai,11,0.837315
zeroentropy/zembed-1,zembed-1,tha,Thai,18,0.80138
GritLM/GritLM-7B,GritLM-7B,tha,Thai,25,0.6431450000000001
Bytedance/Seed1.6-embedding-1215,Seed1.6-embed,tha,Thai,21,0.780835
BidirLM/BidirLM-1B-Embedding,BidirLM-1B,tha,Thai,13,0.83571
BidirLM/BidirLM-Omni-2.5B-Embedding,BidirLM-2.5B,tha,Thai,17,0.81585
ibm-granite/granite-embedding-311m-multilingual-r2,granite-311m,tha,Thai,24,0.7227600000000001
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,tha,Thai,9,0.84242
intfloat/multilingual-e5-small,ml-e5-small,tel,Telugu,20,0.7444599999999999
BAAI/bge-m3,bge-m3,tel,Telugu,6,0.866995
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,tel,Telugu,23,0.72138
Qwen/Qwen3-Embedding-4B,Qwen3-4B,tel,Telugu,7,0.86602
Qwen/Qwen3-Embedding-8B,Qwen3-8B,tel,Telugu,1,0.90659
nvidia/llama-embed-nemotron-8b,nemotron-8b,tel,Telugu,3,0.87595
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,tel,Telugu,18,0.77608
voyageai/voyage-3.5,voyage-3.5,tel,Telugu,19,0.751715
tencent/KaLM-Embedding-Gemma3-12B-2511,KaLM-Gemma3-12B,tel,Telugu,4,0.87447
google/embeddinggemma-300m,embeddinggemma-300m,tel,Telugu,10,0.8292299999999999
infly/inf-retriever-v1,inf-retriever-v1,tel,Telugu,24,0.61402
codefuse-ai/F2LLM-v2-4B,F2LLM-v2-4B,tel,Telugu,8,0.853655
codefuse-ai/F2LLM-v2-8B,F2LLM-v2-8B,tel,Telugu,5,0.867955
codefuse-ai/F2LLM-v2-14B,F2LLM-v2-14B,tel,Telugu,2,0.8766849999999999
ICT-TIME-and-Querit/BOOM_4B_v1,BOOM-4B,tel,Telugu,14,0.81488
jinaai/jina-embeddings-v5-text-small,jina-v5-small,tel,Telugu,9,0.844795
perplexity-ai/pplx-embed-v1-0.6b,pplx-embed-0.6b,tel,Telugu,13,0.815485
perplexity-ai/pplx-embed-v1-4b,pplx-embed-4b,tel,Telugu,11,0.82389
zeroentropy/zembed-1,zembed-1,tel,Telugu,22,0.7216899999999999
GritLM/GritLM-7B,GritLM-7B,tel,Telugu,25,0.486745
Bytedance/Seed1.6-embedding-1215,Seed1.6-embed,tel,Telugu,17,0.783155
BidirLM/BidirLM-1B-Embedding,BidirLM-1B,tel,Telugu,12,0.821305
BidirLM/BidirLM-Omni-2.5B-Embedding,BidirLM-2.5B,tel,Telugu,15,0.8019000000000001
ibm-granite/granite-embedding-311m-multilingual-r2,granite-311m,tel,Telugu,21,0.7232350000000001
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,tel,Telugu,16,0.7998149999999999
