model_id,short_name,params_numeric,tier,dataset,query_type,ndcg_at_10,recall_at_10,mrr
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_finance,factual,64.97,71.1,63.0
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_finance,multi_hop,70.47,78.64,67.91
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_finance,summarization,94.57,100.0,92.76
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_finance,unanswerable,0.0,0.0,0.0
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_law,factual,71.15,83.04,67.44
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_law,multi_hop,51.85,64.63,47.86
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_law,summarization,44.17,62.92,38.39
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,hi_law,unanswerable,0.0,0.0,0.0
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_finance,factual,73.46,89.71,68.29
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_finance,multi_hop,86.31,95.21,83.42
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_finance,summarization,56.5,72.5,51.55
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_finance,unanswerable,0.0,0.0,0.0
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_law,factual,17.89,31.03,13.73
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_law,multi_hop,10.43,20.23,7.43
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_law,summarization,4.34,8.25,3.18
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,ja_law,unanswerable,0.0,0.0,0.0
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_finance,factual,68.88,74.57,67.02
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_finance,multi_hop,81.91,84.47,81.12
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_finance,summarization,96.45,100.0,95.24
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_finance,unanswerable,0.0,0.0,0.0
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_law,factual,51.31,70.76,45.28
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_law,multi_hop,44.09,62.2,38.62
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_law,summarization,33.47,50.56,28.35
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake-l-v2,568000000,medium,hi_law,unanswerable,0.0,0.0,0.0
